Type,sourceCode,sourceName,sourceFrequency,sourceAutoAssignedConceptIds,codeSet,code,matchScore,mappingStatus,equivalence,statusSetBy,statusSetOn,conceptId,conceptName,domainId,mappingType,comment,createdBy,createdOn
non-surgical,1072984800,SURGICAL ARTHROSCOPY OF WRIST WITH RELEASE OF TRANSVERSE CARPAL LIGAMENT,660,,,,1,APPROVED,EQUAL,Sharon Nirenberg,1.6251E+12,2105994,"Endoscopy, wrist, surgical, with release of transverse carpal ligament",Procedure,MAPS_TO,,<auto>,1.62499E+12
non-surgical,1072560900,OPEN REDUCTION OF INTRA ARTICULAR FRACTURE OF DISTAL RADIUS WITH INTERNAL FIXATION OF 3 OR MORE FRAGMENTS,631,,,,1,APPROVED,EQUAL,Sharon Nirenberg,1.6251E+12,2104293,Open treatment of distal radial intra-articular fracture or epiphyseal separation; with internal fixation of 3 or more fragments,Procedure,MAPS_TO,,<auto>,1.62499E+12
non-surgical,1072263300,"ARTHRODESIS OF SINGLE LUMBAR VERTEBRAL SEGMENT BY COMBINED POSTEROLATERAL TECHNIQUE AND POSTERIOR INTERBODY TECHNIQUE, WITH DISCECTOMY",948,,,,1,APPROVED,EQUAL,Sharon Nirenberg,1.6251E+12,42742494,"Arthrodesis, combined posterior or posterolateral technique with posterior interbody technique including laminectomy and/or discectomy sufficient to prepare interspace (other than for decompression), single interspace and segment; lumbar",Procedure,MAPS_TO,,<auto>,1.62499E+12
non-surgical,1071583000,"EXCISION, EXCESSIVE SKIN AND SUBCUTANEOUS TISSUE (INCLUDES LIPECTOMY); ABDOMEN INFRAUMBILICAL PANNICULECTOMY",639,,,,0.98,APPROVED,EQUAL,Sharon Nirenberg,1.6251E+12,2102476,"Excision, excessive skin and subcutaneous tissue (includes lipectomy); abdomen, infraumbilical panniculectomy",Procedure,MAPS_TO,,<auto>,1.62499E+12
non-surgical,1074756300,SURGICAL LAPAROSCOPY WITH CHOLECYSTECTOMY AND CHOLANGIOGRAPHY,1207,,,,1,APPROVED,EQUAL,Sharon Nirenberg,1.6251E+12,2109364,"Laparoscopy, surgical; cholecystectomy with cholangiography",Procedure,MAPS_TO,,<auto>,1.62499E+12
non-surgical,1072160000,PARTIAL EXCISION OF RIB,658,,,,1,APPROVED,EQUAL,Sharon Nirenberg,1.6251E+12,2103359,"Excision of rib, partial",Procedure,MAPS_TO,,Sharon Nirenberg,1.6251E+12
non-surgical,1073857200,SURGICAL LAPAROSCOPY WITH BILATERAL EXCISION OF ALL PELVIC LYMPH NODES AND BIOPSY OF PERIAORTIC LYMPH NODE,552,,,,1,APPROVED,EQUAL,Sharon Nirenberg,1.6251E+12,2108478,"Laparoscopy, surgical; with bilateral total pelvic lymphadenectomy and peri-aortic lymph node sampling (biopsy), single or multiple",Procedure,MAPS_TO,,<auto>,1.62499E+12
non-surgical,1071930300,SIMPLE TOTAL MASTECTOMY,1696,,,,1,APPROVED,EQUAL,Sharon Nirenberg,1.62509E+12,2102732,"Mastectomy, simple, complete",Procedure,MAPS_TO,,<auto>,1.62499E+12
non-surgical,1077571000,"ANGIOGRAPHY, EXTREMITY, UNILATERAL, RADIOLOGICAL SUPERVISION AND INTERPRETATION",2473,,,,1,APPROVED,EQUAL,Sharon Nirenberg,1.62507E+12,2211596,"Angiography, extremity, unilateral, radiological supervision and interpretation",Procedure,MAPS_TO,,<auto>,1.62499E+12
non-surgical,1071936400,"BREAST RECONSTRUCTION WITH FREE FLAP (EG, FTRAM, DIEP, SIEA, GAP FLAP)",513,,,,0.53,APPROVED,EQUAL,Sharon Nirenberg,1.6251E+12,2102759,Breast reconstruction with free flap,Procedure,MAPS_TO,,<auto>,1.62499E+12
non-surgical,1072260000,ARTHRODESIS OF CERVICAL VERTEBRAL SEGMENT BELOW C2 BY POSTEROLATERAL TECHNIQUE,583,,,,1,APPROVED,EQUAL,Sharon Nirenberg,1.6251E+12,2103516,"Arthrodesis, posterior or posterolateral technique, single level; cervical below C2 segment",Procedure,MAPS_TO,,<auto>,1.62499E+12
non-surgical,1076448400,"INJECTION(S), ANESTHETIC AGENT(S) AND/OR STEROID; TRANSFORAMINAL EPIDURAL, WITH IMAGING GUIDANCE (FLUOROSCOPY OR CT), LUMBAR OR SACRAL",636,,,,0.84,APPROVED,EQUAL,Sharon Nirenberg,1.6251E+12,2110775,"Injection(s), anesthetic agent and/or steroid, transforaminal epidural, with imaging guidance (fluoroscopy or CT); lumbar or sacral, each additional level (List separately in addition to code for primary procedure)",Procedure,MAPS_TO,,Sharon Nirenberg,1.6251E+12
non-surgical,1075036000,IMPLANTATION OF RENAL ALLOGRAFT WITHOUT RECIPIENT NEPHRECTOMY,573,,,,1,APPROVED,EQUAL,Sharon Nirenberg,1.6251E+12,2109586,"Renal allotransplantation, implantation of graft; without recipient nephrectomy",Procedure,MAPS_TO,,<auto>,1.62499E+12
non-surgical,1071938000,"REVISION OF RECONSTRUCTED BREAST (EG, SIGNIFICANT REMOVAL OF TISSUE, RE-ADVANCEMENT AND/OR RE-INSET OF FLAPS IN AUTOLOGOUS RECONSTRUCTION)",856,,,,0.44,APPROVED,EQUAL,Sharon Nirenberg,1.6251E+12,2102776,Revision of reconstructed breast,Procedure,MAPS_TO,,Sharon Nirenberg,1.6251E+12
non-surgical,1072347200,TOTAL ARTHROPLASTY OF GLENOHUMERAL JOINT WITH GLENOID AND PROXIMAL HUMERAL REPLACEMENT,625,,,,1,APPROVED,EQUAL,Sharon Nirenberg,1.6251E+12,2103716,"Arthroplasty, glenohumeral joint; total shoulder (glenoid and proximal humeral replacement (eg, total shoulder))",Procedure,MAPS_TO,,<auto>,1.62499E+12
non-surgical,1074497000,SURGICAL LAPAROSCOPY WITH APPENDECTOMY,2382,,,,1,APPROVED,EQUAL,Sharon Nirenberg,1.62507E+12,2109144,"Laparoscopy, surgical, appendectomy",Procedure,MAPS_TO,,<auto>,1.62499E+12
non-surgical,1074650500,CHEMODENERVATION OF INTERNAL ANAL SPHINCTER,506,,,,1,APPROVED,EQUAL,Sharon Nirenberg,1.6251E+12,2109259,Chemodenervation of internal anal sphincter,Procedure,MAPS_TO,,<auto>,1.62499E+12
non-surgical,19,"MUSCLE, MYOCUTANEOUS, OR FASCIOCUTANEOUS FLAP; HEAD AND NECK WITH NAMED VASCULAR PEDICLE (IE, BUCCINATORS, GENIOGLOSSUS, TEMPORALIS, MASSETER, STERNOCLEIDOMASTOID, LEVATOR SCAPULAE)",609,,,,1,APPROVED,EQUAL,Sharon Nirenberg,1.6251E+12,725029,"Muscle, myocutaneous, or fasciocutaneous flap; head and neck with named vascular pedicle (ie, buccinators, genioglossus, temporalis, masseter, sternocleidomastoid, levator scapulae)",Procedure,MAPS_TO,,<auto>,1.62499E+12
non-surgical,1073690200,"TRANSLUMINAL BALLOON ANGIOPLASTY,PERCUTANEOUS;AORTIC",527,,,,0.68,APPROVED,EQUAL,Sharon Nirenberg,1.6251E+12,2107798,"Transluminal balloon angioplasty, percutaneous; aortic",Procedure,MAPS_TO,,<auto>,1.62499E+12
non-surgical,1073353300,CORONARY ARTERY BYPASS USING SINGLE ARTERIAL GRAFT,580,,,,1,APPROVED,EQUAL,Sharon Nirenberg,1.6251E+12,2107231,"Coronary artery bypass, using arterial graft(s); single arterial graft",Procedure,MAPS_TO,,<auto>,1.62499E+12
non-surgical,1076304700,"UNILATERAL LAMINECTOMY, FACETECTOMY, AND FORAMINOTOMY OF SINGLE VERTEBRA OF LUMBAR SPINE WITH DECOMPRESSION OF SPINAL CORD AND NERVE ROOT",2152,,,,1,APPROVED,EQUAL,Sharon Nirenberg,1.62509E+12,2110652,"Laminectomy, facetectomy and foraminotomy (unilateral or bilateral with decompression of spinal cord, cauda equina and/or nerve root[s], [eg, spinal or lateral recess stenosis]), single vertebral segment; lumbar",Procedure,MAPS_TO,,<auto>,1.62499E+12
non-surgical,1075260100,COMPLETE ELECTROSURGICAL RESECTION OF PROSTATE BY TRANSURETHRAL APPROACH WITH CONTROL OF POSTOPERATIVE BLEEDING,1565,,,,1,APPROVED,EQUAL,Sharon Nirenberg,1.62509E+12,2109825,"Transurethral electrosurgical resection of prostate, including control of postoperative bleeding, complete (vasectomy, meatotomy, cystourethroscopy, urethral calibration and/or dilation, and internal urethrotomy are included)",Procedure,MAPS_TO,,<auto>,1.62499E+12
non-surgical,1073722800,UNILATERAL PERCUTANEOUS ENDOVASCULAR REVASCULARIZATION OF TIBIAL ARTERY WITH TRANSLUMINAL ANGIOPLASTY,574,,,,1,APPROVED,EQUAL,Sharon Nirenberg,1.6251E+12,40756856,"Revascularization, endovascular, open or percutaneous, tibial, peroneal artery, unilateral, initial vessel; with transluminal angioplasty",Procedure,MAPS_TO,,<auto>,1.62499E+12
non-surgical,1074420700,SURGICAL LAPAROSCOPY WITH PARTIAL COLECTOMY AND COLOPROCTOSTOMY,511,,,,1,APPROVED,EQUAL,Sharon Nirenberg,1.6251E+12,2109068,"Laparoscopy, surgical; colectomy, partial, with anastomosis, with coloproctostomy (low pelvic anastomosis)",Procedure,MAPS_TO,,<auto>,1.62499E+12
non-surgical,1074412000,RESECTION AND ANASTOMOSIS OF SMALL INTESTINE,634,,,,1,APPROVED,EQUAL,Sharon Nirenberg,1.6251E+12,2109028,"Enterectomy, resection of small intestine; single resection and anastomosis",Procedure,MAPS_TO,,<auto>,1.62499E+12
non-surgical,1071935000,RECONSTRUCTION OF NIPPLE AND AREOLA,502,,,,1,APPROVED,EQUAL,Sharon Nirenberg,1.6251E+12,2102755,Nipple/areola reconstruction,Procedure,MAPS_TO,,<auto>,1.62499E+12
non-surgical,1074438500,DIAGNOSTIC ENDOSCOPIC EVALUATION OF SMALL INTESTINAL ABDOMINAL POUCH WITH COLLECTION OF SPECIMEN BY WASHING,653,,,,1,APPROVED,EQUAL,Sharon Nirenberg,1.6251E+12,2109105,"Endoscopic evaluation of small intestinal pouch (eg, Kock pouch, ileal reservoir [S or J]); diagnostic, including collection of specimen(s) by brushing or washing, when performed (separate procedure)",Procedure,MAPS_TO,,<auto>,1.62499E+12
non-surgical,1076051200,AUTOTRANSPLANTATION OF PARATHYROID,1532,,,,1,APPROVED,EQUAL,Sharon Nirenberg,1.62509E+12,2110386,Parathyroid autotransplantation (List separately in addition to code for primary procedure),Procedure,MAPS_TO,,<auto>,1.62499E+12
non-surgical,1073851000,OPEN BIOPSY OF DEEP CERVICAL LYMPH NODE,523,,,,1,APPROVED,EQUAL,Sharon Nirenberg,1.6251E+12,2108467,"Biopsy or excision of lymph node(s); open, deep cervical node(s)",Procedure,MAPS_TO,,<auto>,1.62499E+12
non-surgical,1076178100,STEREOTACTIC COMPUTER-ASSISTED CRANIAL INTRADURAL PROCEDURE,1510,,,,1,APPROVED,EQUAL,Sharon Nirenberg,1.62509E+12,40757119,"Stereotactic computer-assisted (navigational) procedure; cranial, intradural (List separately in addition to code for primary procedure)",Procedure,MAPS_TO,,<auto>,1.62499E+12
non-surgical,1076303000,"HEMILAMINECTOMY, PARTIAL FACETECTOMY, AND FORAMINOTOMY OF LUMBAR SPINE WITH EXCISION OF HERNIATED INTERVERTEBRAL DISC AND DECOMPRESSION OF NERVE ROOT",1629,,,,1,APPROVED,EQUAL,Sharon Nirenberg,1.62509E+12,2110644,"Laminotomy (hemilaminectomy), with decompression of nerve root(s), including partial facetectomy, foraminotomy and/or excision of herniated intervertebral disc; 1 interspace, lumbar",Procedure,MAPS_TO,,Sharon Nirenberg,1.62509E+12
non-surgical,39,"NASALSINUS ENDOSCOPY,SURGICAL WITH ETHMOIDECTOMY; TOTAL (ANTERIOR AND POSTERIOR),INCLUDING FRONTAL SINUS EXPLORATION,WITH REMOVAL OF TISSUE FROM FRONTAL SINUS,WHEN PERFORMED",518,,,,0.74,APPROVED,EQUAL,Sharon Nirenberg,1.6251E+12,725032,"Nasal/sinus endoscopy, surgical with ethmoidectomy; total (anterior and posterior), including frontal sinus exploration, with removal of tissue from frontal sinus, when performed",Procedure,MAPS_TO,,<auto>,1.62499E+12
non-surgical,1074189900,PROCEDURE ON DENTOALVEOLAR STRUCTURE,1620,,,,1,APPROVED,EQUAL,Sharon Nirenberg,1.62509E+12,2108714,"Unlisted procedure, dentoalveolar structures",Procedure,MAPS_TO,,<auto>,1.62499E+12
non-surgical,180,"GRAFTING OF AUTOLOGOUS FAT HARVESTED BY LIPOSUCTION TECHNIQUE TO TRUNK,BREASTS,SCALP,ARMS,AND/OR LEGS; 50 CC OR LESS INJECTATE",572,,,,0.8,APPROVED,EQUAL,Sharon Nirenberg,1.6251E+12,709941,"Grafting of autologous fat harvested by liposuction technique to trunk, breasts, scalp, arms, and/or legs; 50 cc or less injectate",Procedure,MAPS_TO,,<auto>,1.62499E+12
non-surgical,1073124000,SURGICAL ENDOSCOPY OF NOSE WITH CONCHA BULLOSA RESECTION,509,,,,1,APPROVED,EQUAL,Sharon Nirenberg,1.6251E+12,2106405,"Nasal/sinus endoscopy, surgical; with concha bullosa resection",Procedure,MAPS_TO,,<auto>,1.62499E+12
non-surgical,1075440500,"INSERTION OF MULTI-COMPONENT INFLATABLE PENILE PROSTHESIS WITH PLACEMENT OF PUMP, CYLINDERS, AND RESERVOIR",834,,,,1,APPROVED,EQUAL,Sharon Nirenberg,1.6251E+12,2109954,"Insertion of multi-component, inflatable penile prosthesis, including placement of pump, cylinders, and reservoir",Procedure,MAPS_TO,,<auto>,1.62499E+12
non-surgical,1071404000,"TRANSFER OF ADJACENT TISSUE FOR REPAIR OF DEFECT OF NECK, 10 SQ CM OR LESS",614,,,,1,APPROVED,EQUAL,Sharon Nirenberg,1.6251E+12,2102253,"Adjacent tissue transfer or rearrangement, forehead, cheeks, chin, mouth, neck, axillae, genitalia, hands and/or feet; defect 10 sq cm or less",Procedure,MAPS_TO,,<auto>,1.62499E+12
non-surgical,1075752200,EXCISION OF CERVIX USING LOOP ELECTRODE WITH FULGURATION AND REPAIR,508,,,,1,APPROVED,EQUAL,Sharon Nirenberg,1.6251E+12,2110155,"Conization of cervix, with or without fulguration, with or without dilation and curettage, with or without repair; loop electrode excision",Procedure,MAPS_TO,,<auto>,1.62499E+12
non-surgical,1072982700,"ARTHROSCOPY, SHOULDER, SURGICAL; WITH ROTATOR CUFF REPAIR",1513,,,,1,APPROVED,EQUAL,Sharon Nirenberg,1.62509E+12,2105960,"Arthroscopy, shoulder, surgical; with rotator cuff repair",Procedure,MAPS_TO,,<auto>,1.62499E+12
non-surgical,1072285300,INSERTION OF INTERBODY BIOMECHANICAL DEVICE(S) WITH INTEGRAL ANTERIOR INSTRUMENTATION,1753,,,,0.66,APPROVED,EQUAL,Sharon Nirenberg,1.62509E+12,42628053,"Insertion of interbody biomechanical device(s) (eg, synthetic cage, mesh) with integral anterior instrumentation for device anchoring (eg, screws, flanges), when performed, to intervertebral disc space in conjunction with interbody arthrodesis, each inter",Procedure,MAPS_TO,,<auto>,1.62499E+12
non-surgical,1074325900,"UPPER GASTROINTESTINAL ENDOSCOPY WITH ENDOSCOPIC ULTRASOUND EXAMINATION OF ESOPHAGUS, STOMACH, AND JEJUNUM",2134,,,,1,APPROVED,EQUAL,Sharon Nirenberg,1.62509E+12,2108904,"Esophagogastroduodenoscopy, flexible, transoral; with endoscopic ultrasound examination, including the esophagus, stomach, and either the duodenum or a surgically altered stomach where the jejunum is examined distal to the anastomosis",Procedure,MAPS_TO,,<auto>,1.62499E+12
non-surgical,19,"MUSCLE, MYOCUTANEOUS, OR FASCIOCUTANEOUS FLAP; HEAD AND NECK WITH NAMED VASCULAR PEDICLE (IE, BUCCINATORS, GENIOGLOSSUS, TEMPORALIS, MASSETER, STERNOCLEIDOMASTOID, LEVATOR SCAPULAE)",609,,,,1,APPROVED,EQUAL,Sharon Nirenberg,1.6251E+12,725029,"Muscle, myocutaneous, or fasciocutaneous flap; head and neck with named vascular pedicle (ie, buccinators, genioglossus, temporalis, masseter, sternocleidomastoid, levator scapulae)",Procedure,MAPS_TO,,<auto>,1.62499E+12
non-surgical,1076222300,CREATION OF VENTRICULO-PLEURAL SHUNT,507,,,,1,APPROVED,EQUAL,Sharon Nirenberg,1.6251E+12,2110598,"Creation of shunt; ventriculo-peritoneal, -pleural, other terminus",Procedure,MAPS_TO,,Sharon Nirenberg,1.6251E+12
non-surgical,1075857100,"LAPAROSCOPY, SURGICAL, WITH TOTAL HYSTERECTOMY, FOR UTERUS 250 G OR LESS; WITH REMOVAL OF TUBE(S)",1504,,,,0.88,APPROVED,EQUAL,Sharon Nirenberg,1.62509E+12,2110230,"Laparoscopy, surgical, with total hysterectomy, for uterus 250 g or less; with removal of tube(s) and/or ovary(s)",Procedure,MAPS_TO,,<auto>,1.62499E+12
non-surgical,39,"NASALSINUS ENDOSCOPY,SURGICAL WITH ETHMOIDECTOMY; TOTAL (ANTERIOR AND POSTERIOR),INCLUDING FRONTAL SINUS EXPLORATION,WITH REMOVAL OF TISSUE FROM FRONTAL SINUS,WHEN PERFORMED",518,,,,0.74,APPROVED,EQUAL,Sharon Nirenberg,1.6251E+12,725032,"Nasal/sinus endoscopy, surgical with ethmoidectomy; total (anterior and posterior), including frontal sinus exploration, with removal of tissue from frontal sinus, when performed",Procedure,MAPS_TO,,<auto>,1.62499E+12
non-surgical,1073722600,UNILATERAL PERCUTANEOUS ENDOVASCULAR REVASCULARIZATION OF POPLITEAL ARTERY WITH TRANSLUMINAL STENT PLACEMENT,1560,,,,1,APPROVED,EQUAL,Sharon Nirenberg,1.62509E+12,40757050,"Revascularization, endovascular, open or percutaneous, femoral, popliteal artery(s), unilateral; with transluminal stent placement(s), includes angioplasty within the same vessel, when performed",Procedure,MAPS_TO,,<auto>,1.62499E+12
non-surgical,1074628000,SURGICAL TREATMENT OF TRANSSPHINCTERIC ANAL FISTULA WITH PLACEMENT OF SETON,562,,,,1,APPROVED,EQUAL,Sharon Nirenberg,1.6251E+12,2109254,"Surgical treatment of anal fistula (fistulectomy/fistulotomy); transsphincteric, suprasphincteric, extrasphincteric or multiple, including placement of seton, when performed",Procedure,MAPS_TO,,<auto>,1.62499E+12
non-surgical,1076449300,"INJECTION, DIAGOSTIC OR THERAPEUTIC AGENT INTO NERVE OF SACRAL OR LUMBAR PARAVERTEBRAL FACET JOINT USING CT GUIDANCE",518,,,,0.87,APPROVED,EQUAL,Sharon Nirenberg,1.6251E+12,40756835,"Injection(s), diagnostic or therapeutic agent, paravertebral facet (zygapophyseal) joint (or nerves innervating that joint) with image guidance (fluoroscopy or CT), lumbar or sacral; single level",Procedure,MAPS_TO,,<auto>,1.62499E+12
non-surgical,1072881000,AMPUTATION OF SINGLE METATARSAL AND TOE,513,,,,1,APPROVED,EQUAL,Sharon Nirenberg,1.6251E+12,2105806,"Amputation, metatarsal, with toe, single",Procedure,MAPS_TO,,<auto>,1.62499E+12
non-surgical,39,"NASALSINUS ENDOSCOPY,SURGICAL WITH ETHMOIDECTOMY; TOTAL (ANTERIOR AND POSTERIOR),INCLUDING FRONTAL SINUS EXPLORATION,WITH REMOVAL OF TISSUE FROM FRONTAL SINUS,WHEN PERFORMED",518,,,,0.74,APPROVED,EQUAL,Sharon Nirenberg,1.6251E+12,725032,"Nasal/sinus endoscopy, surgical with ethmoidectomy; total (anterior and posterior), including frontal sinus exploration, with removal of tissue from frontal sinus, when performed",Procedure,MAPS_TO,,<auto>,1.62499E+12
non-surgical,1072982600,"ARTHROSCOPY, SHOULDER, SURGICAL; DECOMPRESSION OF SUBACROMIAL SPACE WITH PARTIAL ACROMIOPLASTY, WITH CORACOACROMIAL LIGAMENT (IE, ARCH) RELEASE",1616,,,,0.82,APPROVED,EQUAL,Sharon Nirenberg,1.62509E+12,2105959,"Arthroscopy, shoulder, surgical; decompression of subacromial space with partial acromioplasty, with coracoacromial ligament (ie, arch) release, when performed (List separately in addition to code for primary procedure)",Procedure,MAPS_TO,,<auto>,1.62499E+12
non-surgical,19,"MUSCLE, MYOCUTANEOUS, OR FASCIOCUTANEOUS FLAP; HEAD AND NECK WITH NAMED VASCULAR PEDICLE (IE, BUCCINATORS, GENIOGLOSSUS, TEMPORALIS, MASSETER, STERNOCLEIDOMASTOID, LEVATOR SCAPULAE)",609,,,,1,APPROVED,EQUAL,Sharon Nirenberg,1.6251E+12,725029,"Muscle, myocutaneous, or fasciocutaneous flap; head and neck with named vascular pedicle (ie, buccinators, genioglossus, temporalis, masseter, sternocleidomastoid, levator scapulae)",Procedure,MAPS_TO,,<auto>,1.62499E+12
non-surgical,1076304800,"UNILATERAL OR BILATERAL LAMINECTOMY, FACETECTOMY, AND FORAMINOTOMY OF ADDITIONAL VERTEBRA OF THORACIC SPINE WITH DECOMPRESSION OF SPINAL CORD AND NERVE ROOT",1744,,,,0.98,APPROVED,EQUAL,Sharon Nirenberg,1.62509E+12,2110653,"Laminectomy, facetectomy and foraminotomy (unilateral or bilateral with decompression of spinal cord, cauda equina and/or nerve root[s], [eg, spinal or lateral recess stenosis]), single vertebral segment; each additional segment, cervical, thoracic, or lu",Procedure,MAPS_TO,,<auto>,1.62499E+12
non-surgical,1074364400,SURGICAL LAPAROSCOPY WITH GASTRIC BYPASS AND ROUX-EN-Y GASTROENTEROSTOMY,1701,,,,1,APPROVED,EQUAL,Sharon Nirenberg,1.62509E+12,2108974,"Laparoscopy, surgical, gastric restrictive procedure; with gastric bypass and Roux-en-Y gastroenterostomy (roux limb 150 cm or less)",Procedure,MAPS_TO,,<auto>,1.62499E+12